app_name,category,rating,review,helpful_votes,version,date,user_name,developer_response
Twitter,Social Networking,4.0,"Best app on my phone, period. the app the developer design",455,3.4.0,2023-08-04,user_7822,Thank you for your feedback!
PUBG Mobile,Games,5.0,"Fantastic update, keeps getting better design features Really this update performance this update this update this update Really this update features Really the app design Very",160,3.1.7,2022-10-05,user_7778,We're working on it.
Candy Crush,Games,5.0,Changed my daily routine for the better the developer features the developer features this update the developer this update design Extremely features,459,4.9.8,2023-03-27,user_6105,We're working on it.
MyFitnessPal,Health & Fitness,5.0,Works flawlessly on my iPhone the developer design Slightly this update features design Really Very Very,225,5.2.0,2023-12-05,user_8827,
Facebook,Social Networking,2.0,"Buggy and slow, needs a lot of work Slightly",291,1.7.1,2023-03-09,user_2013,
Instacart,Food & Drink,4.0,Great customer support too Extremely Slightly the app performance Very this update Extremely Slightly Really the app Really this update,113,5.4.2,2022-11-02,user_9689,We're working on it.
Twitter,Social Networking,4.0,Super intuitive and fast Extremely,360,4.6.4,2023-07-25,user_8125,Thank you for your feedback!
Venmo,Finance,2.0,"Buggy and slow, needs a lot of work Slightly",474,4.4.2,2022-01-15,user_6091,
Duolingo,Education,3.0,Has potential but needs polish performance Slightly design this update performance Slightly Slightly Extremely performance design Really Very design Slightly performance,448,4.2.2,2023-03-05,user_6513,
Clash of Clans,Games,4.0,"Best app on my phone, period. the developer the developer Slightly features Really features the app design Very Very Very performance",179,4.6.7,2023-12-12,user_8765,
Headspace,Health & Fitness,4.0,Super intuitive and fast the developer Slightly Very Very performance Really Slightly features this update features,153,5.8.6,2022-03-03,user_1100,We're working on it.
Minecraft,Games,5.0,"Best app on my phone, period. this update features the app the app this update Very Really this update design Slightly features design features Extremely Very",310,4.4.2,2023-10-16,user_7963,
Todoist,Productivity,3.0,OK but could use some improvements Really this update Extremely performance the app,405,2.6.5,2023-12-15,user_7322,We're working on it.
Clash of Clans,Games,4.0,"Fantastic update, keeps getting better features the developer Slightly Extremely this update Slightly Very this update performance this update design",341,3.4.0,2022-02-02,user_8032,
Lightroom,Photo & Video,5.0,Can't imagine life without it the developer Slightly Very Very design Very features Very performance,243,4.4.8,2023-09-22,user_9048,We're working on it.
YouTube,Entertainment,3.0,OK but could use some improvements the app performance performance Extremely Extremely the developer performance the app Really design this update Slightly Very Really,238,4.5.0,2023-11-02,user_9894,
PUBG Mobile,Games,4.0,Works flawlessly on my iPhone features design Extremely performance Very Slightly features features Slightly this update design Extremely,165,2.5.3,2022-11-09,user_1193,
Dropbox,Utilities,5.0,"Best app on my phone, period. performance Slightly",290,4.8.4,2023-06-11,user_2097,Thank you for your feedback!
Apple Music,Music,5.0,Super intuitive and fast Extremely features features Extremely the app design Extremely this update,489,3.1.7,2023-09-10,user_4562,Thank you for your feedback!
Netflix,Entertainment,,Great customer support too Really the developer performance,133,3.3.9,2022-05-07,user_3409,We're working on it.
Coursera,Education,3.0,Average experience overall design this update the app this update this update Very design the developer Really features Slightly this update,6,2.7.1,2022-10-08,user_8363,
Twitter,Social Networking,4.0,"Five stars, highly recommend! Really Really performance this update performance Slightly Extremely",72,3.2.3,2023-07-25,user_4709,We're working on it.
Khan Academy,Education,4.0,Super intuitive and fast Extremely performance Very Very the developer this update Really,162,2.9.3,2022-06-26,user_9471,We're working on it.
Clash of Clans,Games,3.0,"Some features are great, others not so much Very Really Very Very Very",129,1.0.1,2023-12-10,user_9552,Thank you for your feedback!
Coursera,Education,3.0,Useful but not without issues Very features this update the developer the developer this update design the app Slightly Really Really Extremely,205,3.6.1,2022-10-23,user_2011,
Uber,Travel,5.0,Incredible features and smooth UI the developer the developer Really this update Really the app the app performance design the developer,255,2.5.4,2023-02-23,user_6183,
Among Us,Games,5.0,Absolutely love this app! performance features the app performance features Really,449,3.5.9,2023-01-24,user_8168,
Spotify,Music,3.0,"Decent app, does what it says the app",309,4.6.4,2022-04-05,user_2209,
Etsy,Shopping,4.0,"Five stars, highly recommend! Extremely Really Really design features Extremely Extremely design this update Very the developer",94,5.4.9,2023-04-26,user_1687,We're working on it.
Amazon,Shopping,4.0,Absolutely love this app! performance performance the app this update Extremely Very this update this update the developer Very the developer,109,1.8.3,2023-07-07,user_8101,We're working on it.
Uber,Travel,5.0,Great customer support too the app features the developer,237,4.9.1,2023-01-08,user_1501,
Yelp,Food & Drink,3.0,Useful but not without issues Slightly design this update design Really,386,5.3.2,2022-01-23,user_2425,
Duolingo,Education,5.0,Can't imagine life without it design the developer this update design Very Really features this update Really features design Slightly Very Really,389,4.5.5,2023-06-07,user_6150,
Coursera,Education,3.0,Gets the job done Extremely Really performance the app Slightly Very Really this update performance the developer Very Really performance the app,116,2.6.4,2022-07-01,user_3665,
Instacart,Food & Drink,2.0,Not worth the subscription price this update Really Really performance features design performance Slightly features Very,404,5.5.4,2023-01-17,user_8964,
Canva,Photo & Video,1.0,"Buggy and slow, needs a lot of work Really this update Very design",24,4.0.9,2022-01-19,user_1815,
eBay,Shopping,3.0,Useful but not without issues features design the app features the app Extremely Very,172,4.2.8,2022-06-16,user_6375,
Minecraft,Games,4.0,Absolutely love this app! the app the developer,287,5.2.2,2023-12-07,user_5289,Thank you for your feedback!
Facebook,Social Networking,2.0,"Too many ads, ruins the experience features Really features this update",91,3.0.7,2022-03-09,user_1965,
Uber,Travel,4.0,Absolutely love this app! Very Slightly,333,1.9.2,2023-04-20,user_2789,
Canva,Photo & Video,,Super intuitive and fast Really design performance Extremely design performance Really this update Very Really Really the app Slightly,476,1.0.7,2022-09-20,user_2419,We're working on it.
DoorDash,Food & Drink,2.0,Terrible battery drain the developer Extremely the developer performance this update the app this update Extremely design Slightly,389,5.4.4,2023-04-29,user_2893,Thank you for your feedback!
YouTube,Entertainment,1.0,"Too many ads, ruins the experience features Extremely Slightly this update",42,2.1.0,2022-09-22,user_6444,
Todoist,Productivity,5.0,Can't imagine life without it Extremely Very the app Extremely features performance performance the app this update design Extremely design,59,2.6.8,2022-03-03,user_7645,
Google Maps,Travel,4.0,"Five stars, highly recommend! performance",286,4.3.9,2023-07-16,user_4588,
Lightroom,Photo & Video,2.0,Lost all my data after update this update features Slightly Extremely features performance,466,3.6.2,2023-07-08,user_1777,
Spotify,Music,3.0,"Decent app, does what it says design features performance Slightly the app Slightly Really features Very this update performance Really Really features",344,3.1.0,2023-05-21,user_6070,
1Password,Utilities,2.0,Interface is confusing and cluttered design Really Really,266,1.7.8,2023-02-02,user_2552,We're working on it.
Google Drive,Utilities,5.0,Absolutely love this app! Slightly Extremely features the developer,414,1.2.2,2023-10-12,user_1389,Thank you for your feedback!
Netflix,Entertainment,5.0,Works flawlessly on my iPhone features Slightly features Extremely features the developer features design the developer Very features,456,5.5.0,2022-01-11,user_3587,Thank you for your feedback!
Hulu,Entertainment,4.0,Absolutely love this app! Slightly Slightly,392,2.5.9,2022-09-23,user_8211,We're working on it.
Spotify,Music,3.0,"Decent app, does what it says Extremely features the app performance performance design the app this update features performance this update Slightly Really Extremely",328,1.0.0,2023-02-07,user_5716,We're working on it.
Instagram,Social Networking,5.0,Incredible features and smooth UI,493,2.9.1,2022-01-04,user_5545,
Notion,Productivity,2.0,"Crashes constantly, very frustrating the app this update the developer performance Really this update",79,5.1.3,2023-11-01,user_6518,We're working on it.
Amazon,Shopping,5.0,Super intuitive and fast Slightly performance features the developer Slightly Really Slightly Really the app the app features,96,1.0.6,2023-08-08,user_8020,We're working on it.
Clash of Clans,Games,4.0,,102,3.4.9,2023-12-17,user_7143,
Fortnite,Games,3.0,"Decent app, does what it says the app Slightly design Very Slightly Extremely the developer design Really Extremely Slightly Extremely",100,4.2.4,2022-04-19,user_8526,We're working on it.
Twitter,Social Networking,5.0,Super intuitive and fast the developer,307,5.2.3,2022-08-15,user_6041,
Candy Crush,Games,3.0,OK but could use some improvements,419,1.9.0,2023-10-21,user_7910,
Apple Music,Music,4.0,Changed my daily routine for the better,230,5.8.6,2023-06-07,user_5149,
Minecraft,Games,5.0,Super intuitive and fast Really Slightly Extremely,484,2.9.0,2022-10-16,user_6480,Thank you for your feedback!
Spotify,Music,,Works flawlessly on my iPhone Slightly this update Very Very performance performance Slightly Slightly Extremely design the app design Very Really,61,2.7.5,2022-12-29,user_9530,
